"Full Name",Position,"20-Yard Shuttle","3-Cone Drill","40-Yard Dash","Broad Jump","Vertical Jump","Bench Press"
"Ricky Ortiz",RB,4.46,7.19,4.95,118,33.5,26
"Rob Kelley",RB,4.63,7.19,4.73,110,29.5,16
"Robert Hughes",RB,4.66,7.26,4.94,112,32.0,26
"Robert Martin",RB,4.57,7.02,4.65,114,32.0,19
"Robert Turbin",RB,4.31,7.16,4.50,122,36.0,28
"Roc Thomas",RB,4.45,7.07,4.56,125,35.5,16
"Rod Smith",RB,-,-,4.69,-,-,-
"Rodney Anderson",RB,-,-,-,-,-,25
"Ronald Jones",RB,-,-,4.53,114,36.5,-
"Ronnie Brown",RB,4.14,7.12,4.43,117,34.0,18
"Ronnie Hillman",RB,-,-,4.45,124,37.0,17
"Ronnie Wingo",RB,4.53,7.47,4.52,117,33.0,18
"Roosevelt Nix",RB,4.39,6.97,4.84,110,28.0,22
"Ross Scheuerman",RB,4.11,7.08,4.62,121,33.0,15
"Roy Finch",RB,4.25,7.07,4.55,114,33.5,22
"Roy Helu",RB,4.01,6.67,4.42,119,36.5,11
"Royce Freeman",RB,4.16,6.90,4.54,118,34.0,17
"Rushel Shell",RB,4.20,7.09,4.74,-,32.5,21
"Russell Hansbrough",RB,4.56,7.43,4.68,114,30.5,17
"Ryan Fulse",RB,-,-,4.65,118,32.5,12
"Ryan Green",RB,4.11,6.90,4.46,122,38.0,-
"Ryan Hewitt",RB,4.35,7.04,4.87,109,33.0,-
"Ryan Mathews",RB,4.33,7.00,4.45,121,36.0,19
"Ryan Williams",RB,4.18,6.96,4.61,123,40.0,19
"Ryquell Armstead",RB,4.29,7.02,4.45,114,30.0,22
"Sam McPherson",RB,4.35,7.18,4.71,111,31.0,21
"Sam Rogers",RB,4.34,7.27,4.93,114,32.0,19
"Samaje Perine",RB,4.37,7.26,4.65,116,33.0,30
"Saquon Barkley",RB,4.24,-,4.40,130,41.0,29
"Senorise Perry",RB,4.43,6.89,4.43,126,37.0,18
"Shane Vereen",RB,4.28,6.95,4.50,115,34.0,31
"Shaun Draughn",RB,4.20,7.15,4.73,118,34.0,21
"Shaun Wilson",RB,4.15,6.90,4.51,119,37.0,17
"Shock Linwood",RB,4.40,7.42,4.77,114,31.0,11
"Shonn Greene",RB,4.40,7.10,4.65,121,37.0,19
"Silas Redd",RB,-,-,4.70,122,37.0,18
"Sony Michel",RB,4.21,-,4.54,-,-,22
"Spencer Ware",RB,4.27,7.07,4.67,119,35.5,17
"Squally Canada",RB,4.35,7.09,4.73,116,28.0,21
"Stepfan Taylor",RB,4.50,7.13,4.76,110,30.0,17
"Stephen Houston",RB,4.23,7.07,4.57,132,40.0,24
"Stevan Ridley",RB,4.21,6.78,4.66,118,36.0,18
"Steven Jackson",RB,4.09,7.03,4.50,118,37.5,16
"Steven Miller",RB,4.19,6.94,4.57,129,43.0,15
"Steven Peoples",RB,4.51,7.22,4.80,116,32.0,25
"Storm Johnson",RB,-,-,4.60,118,35.5,16
"Synjyn Days",RB,4.31,6.99,4.71,116,31.0,22
"T.J. Logan",RB,4.29,6.59,4.37,121,33.5,17
"T.J. Yeldon",RB,4.22,7.19,4.61,117,36.0,22
"Taiwan Deal",RB,-,-,-,-,-,24
"Taiwan Jones",RB,4.08,6.90,4.38,132,39.5,13
"Taquan Mizzell",RB,4.25,7.00,4.60,114,34.0,15
"Tarean Folston",RB,4.24,6.93,4.81,115,33.5,20
"Tarik Cohen",RB,-,-,4.42,118,31.5,11
"Tauren Poole",RB,4.19,7.36,4.54,118,34.0,24
"Tavon Austin",RB,-,-,4.34,120,32.0,14
"Teriyon Gipson",RB,4.28,7.45,4.51,120,36.5,13
"Terrance Cobb",RB,-,-,4.53,-,-,19
"Terrance West",RB,4.44,7.28,4.54,120,33.5,16
"Terrell Watson",RB,4.49,7.48,4.56,123,35.5,22
"Terrence Magee",RB,4.37,7.52,4.67,115,37.0,22
"Terris Jones-Grigsby",RB,4.46,7.04,4.69,117,36.0,21
"Terron Ward",RB,4.29,7.20,4.61,107,29.5,20
"Terry Swanson",RB,4.59,7.16,4.56,120,31.5,24
"Tevin Coleman",RB,-,-,4.44,-,-,22
"Theo Riddick",RB,4.32,6.99,4.71,118,32.0,14
"Thomas Rawls",RB,4.37,7.10,4.58,116,35.5,15
"Tim Cook",RB,4.38,7.07,4.69,120,37.0,24
"Tim Cornett",RB,4.26,7.01,4.48,125,34.5,15
"Tim Flanders",RB,4.31,7.07,4.75,113,32.0,20
"Tim Hightower",RB,4.46,7.29,4.61,115,31.5,20
"Tion Green",RB,4.58,7.38,4.84,108,31.5,18
"Toby Gerhart",RB,4.25,6.94,4.50,118,38.0,22
"Todd Gurley",RB,-,-,4.50,-,-,17
"Tommy Bohanon",RB,4.42,7.27,4.88,119,35.0,36
"Tony Brooks-James",RB,4.27,7.06,4.54,127,35.5,15
"Tony Pollard",RB,4.37,7.00,4.52,121,35.0,13
"Tra Carson",RB,4.27,7.10,4.69,115,37.0,19
"Travaris Cadet",RB,4.21,6.97,4.69,120,33.0,16
"Travis Homer",RB,4.31,7.07,4.48,130,39.5,17
"Travon McMillian",RB,4.46,7.22,4.53,122,32.0,22
"Trayveon Williams",RB,4.44,7.44,4.51,121,33.0,19
"Tre Madden",RB,4.38,7.09,4.61,120,33.5,24
"Tre Mason",RB,4.15,6.7,4.5,126,38.5,-
"Tre Watson",RB,4.52,7.08,4.75,102,31.5,18
"Trent Richardson",RB,-,-,4.53,-,-,25
"Trenton Cannon",RB,4.04,7.02,4.45,129,38.5,17
"Trey Edmunds",RB,-,7.25,4.53,122,35.5,-
"Trey Watts",RB,4.37,6.94,4.83,110,26.5,8
"Trey Williams",RB,4.12,6.84,4.49,119,33.5,18
"Troymaine Pope",RB,4.21,6.87,4.60,120,35.0,25
"Ty Johnson",RB,-,-,4.45,123,34.5,13
"Ty Montgomery",RB,4.21,6.97,4.55,121,40.5,16
"Tyler Ervin",RB,4.34,7.03,4.41,130,39.0,17
"Tyler Gaffney",RB,4.18,6.78,4.49,116,36.5,15
"Tyler Varga",RB,4.37,7.21,4.70,117,38.5,23
"Vick Ballard",RB,4.19,7.03,4.65,115,33.0,23
"Warren Wand",RB,4.57,7.57,4.70,120,37.0,14
"Wayne Gallman",RB,4.28,7.17,4.60,120,29.5,21
"Wendell Smallwood",RB,4.28,6.83,4.47,120,33.5,14
"Wesley Fields",RB,4.41,7.25,4.69,120,35.0,19
"William Stanback",RB,4.59,6.90,4.60,122,34.0,23
"Xavier Turner",RB,4.39,7.10,4.57,117,33.5,26
"Zac Brooks",RB,4.38,7.09,4.50,129,36.0,18
"Zac Stacy",RB,4.17,6.70,4.55,122,33.0,27
"Zach Bauman",RB,4.12,6.92,4.55,108,34.0,13
"Zach Laskey",RB,4.17,6.94,4.64,124,35.0,19
"Zach Line",RB,4.40,7.12,4.77,117,33.0,26
"Zach Zenner",RB,4.14,7.08,4.60,121,41.0,25
"Zurlon Tipton",RB,4.48,6.89,4.75,119,32.0,17
